"","prev","b_int","cmi","auc","auc_uncorrected","auc_diff"
"205",-2.5,0.7,0.5,0,0,0
"206",-2.5,0.8,0.5,0,0,0
"207",-2.5,0.9,0.5,0,0,0
"208",-2.5,0.1,0.6,0,0.0109558336868254,-0.0109558336868254
"209",-2.5,0.2,0.6,0,0.0109153342981629,-0.0109153342981629
"210",-2.5,0.3,0.6,0,0.0113733535752085,-0.0113733535752085
"211",-2.5,0.4,0.6,0,0.0115131220506481,-0.0115131220506481
"212",-2.5,0.5,0.6,0,0.0118080288870818,-0.0118080288870818
"213",-2.5,0.6,0.6,0,0.0119687538088122,-0.0119687538088122
"214",-2.5,0.7,0.6,0,0,0
"215",-2.5,0.8,0.6,0,0,0
"216",-2.5,0.9,0.6,0,0,0
"217",-2.5,0.1,0.7,0,0.011946403128977,-0.011946403128977
"218",-2.5,0.2,0.7,0,0.0120568512333148,-0.0120568512333148
"219",-2.5,0.3,0.7,0,0.0118274629902536,-0.0118274629902536
"220",-2.5,0.4,0.7,0,0.0122134502794798,-0.0122134502794798
"221",-2.5,0.5,0.7,0,0,0
"222",-2.5,0.6,0.7,0,0,0
"223",-2.5,0.7,0.7,0,0,0
"224",-2.5,0.8,0.7,0,0,0
"225",-2.5,0.9,0.7,0,0,0
"226",-2.5,0.1,0.8,0,0,0
"227",-2.5,0.2,0.8,0,0,0
"228",-2.5,0.3,0.8,0,0,0
"229",-2.5,0.4,0.8,0,0,0
"230",-2.5,0.5,0.8,0,0,0
"231",-2.5,0.6,0.8,0,0,0
"232",-2.5,0.7,0.8,0,0,0
"233",-2.5,0.8,0.8,0,0,0
"234",-2.5,0.9,0.8,0,0,0
"235",-2.5,0.1,0.9,0,0,0
"236",-2.5,0.2,0.9,0,0,0
"237",-2.5,0.3,0.9,0,0,0
"238",-2.5,0.4,0.9,0,0,0
"239",-2.5,0.5,0.9,0,0,0
"240",-2.5,0.6,0.9,0,0,0
"241",-2.5,0.7,0.9,0,0,0
"242",-2.5,0.8,0.9,0,0,0
"243",-2.5,0.9,0.9,0,0,0
