"","prev","b_int","cmi","auc","auc_uncorrected","auc_diff"
"83",-4,0.2,0.1,0.70775516138066,0.70718590965227,0.00056925172838973
"84",-4,0.3,0.1,0.711559815221962,0.711498832982969,6.09822389933123e-05
"85",-4,0.4,0.1,0.714916610434565,0.718642903423875,-0.0037262929893106
"86",-4,0.5,0.1,0.720257819397337,0.728193308429433,-0.00793548903209595
"87",-4,0.6,0.1,0.728060600784398,0.739874283529488,-0.01181368274509
"88",-4,0.7,0.1,0.735202017164307,0.750479436054862,-0.0152774188905547
"89",-4,0.8,0.1,0.74193141611336,0.763009874704481,-0.021078458591121
"90",-4,0.9,0.1,0.749504664000207,0.773015702398054,-0.0235110383978465
"91",-4,0.1,0.2,0.676227485054045,0.651472540004174,0.024754945049871
"92",-4,0.2,0.2,0.677827836380083,0.656040571949467,0.0217872644306154
"93",-4,0.3,0.2,0.680773603567441,0.665531362679214,0.0152422408882271
"94",-4,0.4,0.2,0.684029195698937,0.674451912501192,0.00957728319774553
"95",-4,0.5,0.2,0.690681762154614,0.687046987528457,0.00363477462615691
"96",-4,0.6,0.2,0.697201118011972,0.702742425337781,-0.00554130732580871
"97",-4,0.7,0.2,0.704111647887186,0.719846925381154,-0.0157352774939672
"98",-4,0.8,0.2,0.709191613174503,0.732223328788905,-0.0230317156144026
"99",-4,0.9,0.2,0.715910636679223,0.747285695252827,-0.0313750585736045
"100",-4,0.1,0.3,0.657933740044184,0.600826404320794,0.0571073357233898
"101",-4,0.2,0.3,0.659579176870878,0.606492528866798,0.0530866480040806
"102",-4,0.3,0.3,0.66352768294995,0.616417844553188,0.0471098383967621
"103",-4,0.4,0.3,0.665585277573536,0.62853008087868,0.0370551966948554
"104",-4,0.5,0.3,0.669564535114308,0.644200951039501,0.0253635840748078
"105",-4,0.6,0.3,0.67519619558256,0.662135821849255,0.0130603737333053
"106",-4,0.7,0.3,0.6818322388062,0.681014724010561,0.000817514795638186
"107",-4,0.8,0.3,0.688108911957184,0.700710185461755,-0.0126012735045706
"108",-4,0.9,0.3,0.693115779557139,0.717001620760033,-0.0238858412028943
"109",-4,0.1,0.4,0.64922371258992,0.55377052365802,0.0954531889318994
"110",-4,0.2,0.4,0.650307585665054,0.56512997756797,0.0851776080970844
"111",-4,0.3,0.4,0.651043844752892,0.572252174369669,0.0787916703832227
"112",-4,0.4,0.4,0.657198837172341,0.586432290725879,0.0707665464464619
"113",-4,0.5,0.4,0.659325015236905,0.6026621345308,0.0566628807061049
"114",-4,0.6,0.4,0.66461980071586,0.62408896687494,0.0405308338409198
"115",-4,0.7,0.4,0.669735378766041,0.642013111867032,0.0277222668990089
"116",-4,0.8,0.4,0.674246341453174,0.664122852586048,0.0101234888671264
"117",-4,0.9,0.4,0.677931210361169,0.681901754618637,-0.00397054425746879
"118",-4,0.1,0.5,0.651332926517938,0.459360993781023,0.191971932736916
"119",-4,0.2,0.5,0.653319677158088,0.452987572013342,0.200332105144746
"120",-4,0.3,0.5,0.655463813441174,0.445178509048757,0.210285304392417
"121",-4,0.4,0.5,0.655702409968404,0.441290478727036,0.214411931241368
"122",-4,0.5,0.5,0.658841794905209,0.532438847308371,0.126402947596838
